Date,Revenue,COGS,rev_log,cogs_log,month,day_of_week,is_peak_season,rev_lag_364,cogs_lag_364,rev_lag_7,sin_year,cos_year,rev_roll_mean_7,month_avg_rev,day_avg_rev,rev_lag_14,rev_lag_28,day_of_month,is_payday_period,rev_cogs_ratio_7d,is_high_spending_period,is_holiday,holiday_nearby
2013-07-20,4157746.85,3978173.28,15.240484103425644,15.196333548396664,7,5,0,15.051609164054844,14.82568370541778,15.241338638534325,-0.3108569682435036,-0.9504567035349151,15.22863401408024,15.247784054504686,15.013265671891133,14.712566860527197,15.448132816370189,20,0,1.0026758876422488,0,0,0.0
2013-07-21,4847680.2,4301699.27,15.394011045493157,15.274520914137122,7,6,0,14.952558498500553,14.744384737134409,15.315602962975191,-0.3271603271220951,-0.9449688462364056,15.287992016608172,15.247784054504686,15.078331365203725,14.900096945279673,15.58102300642695,21,0,1.0009243104116103,0,0,0.0
2013-07-22,5926190.4,5032346.99,15.594892304940338,15.431397230376694,7,0,0,15.36954541407539,15.119783162300836,15.29421119573093,-0.34336687399638804,-0.939201357453208,15.364285568718739,15.247784054504686,15.138356953689229,14.760156330956978,15.472552312117893,22,0,1.0025583950197412,0,0,0.0
2013-07-23,4436778.28,3552350.42,15.30543928380029,15.083120314011184,7,1,0,15.22564280552458,14.99368902539944,15.299619095361914,-0.3594718130884232,-0.9331559438780432,15.3575240997771,15.247784054504686,15.151946181980348,15.346949377953363,15.72192047251814,23,0,1.0042377296986504,0,0,0.0
2013-07-24,7329505.1,5924978.27,15.8074186909651,15.594687746245173,7,2,0,15.473107784194976,15.236211266079248,15.314118500061342,-0.3754703786876202,-0.9268343944460494,15.37883418883458,15.247784054504686,15.163693767519007,15.16494787665898,15.992223891728427,24,0,1.001475430533823,0,0,0.0
2013-07-25,6342757.31,4978292.65,15.662824296468989,15.420597749723896,7,3,0,15.582288241378745,15.33702891532166,15.65057444036022,-0.3913578365610259,-0.9202385798054075,15.390225607337237,15.247784054504686,15.130415528306882,15.570834510841646,15.86297121179498,25,0,1.0010475304735915,0,0,0.0
2013-07-26,6941436.71,5543496.22,15.75301947385194,15.528136126706189,7,4,0,15.455807485249466,15.199152203743912,15.657763581039314,-0.4071294853542516,-0.9133704517637858,15.39617548772332,15.247784054504686,15.04212520938489,15.616114418336725,15.65373291551367,26,0,1.0036553782783273,0,0,0.0
2013-07-27,4353958.13,3499528.32,15.286596133961789,15.068139037416396,7,5,0,15.280375275688328,15.04036293594202,15.240484103425644,-0.4227806579826773,-0.9062320427107697,15.396053411279222,15.247784054504686,15.013265671891133,15.241338638534325,16.071634220083496,27,0,1.002905342521304,0,0,0.0
2013-07-28,6017516.42,4917333.26,15.610185343525078,15.408277124559408,7,6,0,15.385001228587052,15.15566854437349,15.394011045493157,-0.4383067230125192,-0.898825465016444,15.407254565924646,15.247784054504686,15.078331365203725,15.315602962975191,15.813242948704133,28,0,1.0078228398140867,0,0,0.0
2013-07-29,8158241.16,6599164.67,15.914539282165103,15.702453785369412,7,0,0,15.700476776640311,15.463228464290932,15.594892304940338,-0.45370308603134424,-0.8911529104063088,15.450209010097419,15.247784054504686,15.138356953689229,15.29421119573093,15.665517792011023,29,0,1.01059496240763,0,0,0.0
2013-07-30,7711378.77,7073525.07,15.85820768802381,15.771869650461383,7,1,0,16.02944181386927,15.781628319525076,15.30543928380029,-0.46896519100763184,-0.8832166493127127,15.451040465588616,15.247784054504686,15.151946181980348,15.299619095361914,15.790859020726677,30,1,1.014739587309918,0,0,0.0
2013-07-31,10104475.36,10851542.12,16.12848908758602,16.19981785087948,7,2,0,16.029085000388847,15.804550709866923,15.8074186909651,-0.48408852163897587,-0.8750190302029955,15.52151192143201,15.247784054504686,15.163693767519007,15.314118500061342,15.899775651341397,31,0,1.0136412441959608,0,0,0.0
2013-08-01,10998208.4,12167214.07,16.213243035694063,16.314255603115374,8,3,0,16.08685552007559,15.835401405258002,15.662824296468989,-0.4990686026885319,-0.8665624788845385,15.523261900876118,15.15793748550518,15.130415528306882,15.65057444036022,14.740291719911284,1,1,1.0157079867888859,0,0,0.0
2013-08-02,7422715.15,9601836.11,15.82005560611218,16.077465003754998,8,4,0,16.045231468823154,15.77825105873274,15.75301947385194,-0.5139010013093103,-0.8578494977869301,15.536869885563636,15.15793748550518,15.04212520938489,15.657763581039314,14.729441968828144,2,1,1.0144823141873738,1,0,0.0
2013-08-03,5599602.67,7786528.35,15.53820637998655,15.867905792254804,8,5,0,15.669336124093984,15.44230283058394,15.286596133961789,-0.5285813283559292,-0.8488826652214553,15.543457318497373,15.15793748550518,15.013265671891133,15.240484103425644,14.712566860527197,3,0,1.0144979479541856,1,0,0.0
2013-08-04,5021938.29,7089757.76,15.429326729817358,15.774161872541564,8,6,0,14.673843813774456,14.43792090614968,15.610185343525078,-0.5431052396834317,-0.8396646346181327,15.57433936107336,15.15793748550518,15.078331365203725,15.394011045493157,14.900096945279673,4,0,1.0131038802275136,1,0,0.0
2013-08-05,2231563.34,3064145.21,14.618213395259604,14.935279527372527,8,0,0,15.104744501006037,14.888025148287864,15.914539282165103,-0.5574684374327892,-0.8301981337405212,15.620003214962612,15.15793748550518,15.138356953689229,15.594892304940338,14.760156330956978,5,0,1.0135065193428425,0,0,0.0
2013-08-06,2493225.51,3592496.3,14.72908821678185,15.094358145369272,8,1,0,14.622100006666162,14.392835376989495,15.85820768802381,-0.5716666713027052,-0.8204859638785327,15.698970129851688,15.15793748550518,15.151946181980348,15.30543928380029,15.346949377953363,6,0,1.0054741789318826,0,0,0.0
2013-08-07,2638845.23,3381813.66,14.785852345504358,15.033923005046612,8,2,0,14.777750989419488,14.50716032796441,16.12848908758602,-0.5856957398073508,-0.8105309990194823,15.744837329368961,15.15793748550518,15.163693767519007,15.8074186909651,15.16494787665898,7,0,0.9955969403516974,0,0,0.0
2013-08-08,3065089.0,4223344.7,14.935587490706007,15.25613819180172,8,3,0,15.314841713580904,15.102446827779472,16.213243035694063,-0.5995514915196489,-0.8003361849976323,15.823468577829686,15.15793748550518,15.130415528306882,15.662824296468989,15.570834510841646,8,0,0.9938083250089677,0,0,0.0
2013-08-09,2598855.08,3418548.13,14.770581936946082,15.04472678803321,8,4,0,15.042955029830429,14.808495836208722,15.82005560611218,-0.6132298262997502,-0.7899045386224707,15.833045168152578,15.15793748550518,15.04212520938489,15.75301947385194,15.616114418336725,9,0,0.9839894287708487,0,0,0.0
2013-08-10,1776113.02,2320738.01,14.389938400923942,14.657396231712886,8,5,0,14.820766052726956,14.589624196332272,15.53820637998655,-0.6267266965083301,-0.7792391467859886,15.868989489013257,15.15793748550518,15.013265671891133,15.286596133961789,15.241338638534325,10,0,0.9792222478779522,0,0,0.0
2013-08-11,2074476.53,2834815.33,14.54521988717073,14.857487706449128,8,6,0,15.035804297288632,14.791682576626297,15.429326729817358,-0.6400381082043503,-0.7683431655492202,15.843152544197869,15.15793748550518,15.078331365203725,15.610185343525078,15.315602962975191,11,0,0.9781392414704069,0,0,0.0
2013-08-12,1933036.01,2566277.36,14.47460290441173,14.757967298398883,8,0,0,15.183684483659537,14.975395402807736,14.618213395259604,-0.65316012232693,-0.7572198192083127,15.657963131782797,15.15793748550518,15.138356953689229,15.914539282165103,15.29421119573093,12,0,0.9787706595975928,0,0,0.0
2013-08-13,2531884.21,3266499.42,14.744474725515508,14.999229761840922,8,1,0,15.210247470244257,14.996685324708666,14.72908821678185,-0.666088855860977,-0.7458723993404063,15.496660350176802,15.15793748550518,15.151946181980348,15.85820768802381,15.299619095361914,13,0,0.9758008968618992,0,0,0.0
2013-08-14,2791478.67,3740726.27,14.842082360883175,15.134790607705613,8,2,0,15.145312411126731,14.875702337763572,14.785852345504358,-0.6788204829862355,-0.734304263829602,15.304855101307995,15.15793748550518,15.163693767519007,16.12848908758602,15.314118500061342,14,0,0.9834992729148286,0,0,0.0
2013-08-15,3665019.45,4896607.22,15.114344473096326,15.404053323399824,8,3,0,15.473734668845657,15.255927736966814,14.935587490706007,-0.6913512362094071,-0.722518835873311,15.122332880595414,15.15793748550518,15.130415528306882,16.213243035694063,15.65057444036022,15,1,0.978988738955776,0,0,0.0
2013-08-16,3619170.1,4661015.06,15.10175557968196,15.354744020961473,8,4,0,15.223880708337935,14.990747386713938,14.770581936946082,-0.7036774074790128,-0.7105196029692745,14.972408070714545,15.15793748550518,15.04212520938489,15.82005560611218,15.657763581039314,16,0,0.9817780105992377,1,0,0.0
2013-08-17,3066137.96,4129676.85,14.935929660283128,15.23370995947356,8,5,0,15.053889632474071,14.848309892416518,14.389938400923942,-0.7157953492826642,-0.6983101158835584,14.808369787991314,15.15793748550518,15.013265671891133,15.53820637998655,15.240484103425644,17,0,0.9817527050819557,0,0,0.0
2013-08-18,2385617.18,2947242.18,14.68496884368792,14.896380776130153,8,6,0,15.177589562151692,14.9163877464759,14.54521988717073,-0.7277014757264236,-0.6858939875998223,14.682068810470367,15.15793748550518,15.078331365203725,15.429326729817358,15.394011045493157,18,0,0.9789824614748404,1,0,0.0
2013-08-19,2870843.18,3669528.41,14.870116683858122,15.115573985651038,8,0,0,15.07992772880281,14.85474071864237,14.47460290441173,-0.7393922635959241,-0.673274892250183,14.661553026063528,15.15793748550518,15.138356953689229,14.618213395259604,15.594892304940338,19,0,0.980799225988345,0,0,0.0
2013-08-20,2730112.88,3528369.0,14.81985388057684,15.076346565893235,8,1,0,15.238012498748972,15.02874998620172,14.744474725515508,-0.7508642533989489,-0.6604565640279754,14.663751098739766,15.15793748550518,15.151946181980348,14.72908821678185,15.30543928380029,20,0,0.9830154587033165,0,0,0.0
2013-08-21,2707776.73,3591906.04,14.811638830620524,15.094193828336602,8,2,0,15.34106321508556,15.085964494399178,14.842082360883175,-0.7621140503891487,-0.6474427960827475,14.671783958079596,15.15793748550518,15.163693767519007,14.785852345504358,15.8074186909651,21,0,0.9806599076663757,0,0,0.0
2013-08-22,3821233.2,5275320.79,15.15608401740598,15.478550238309408,8,3,0,15.516409533667249,15.24958005399994,15.114344473096326,-0.7731383255706026,-0.6342374393978054,14.697320669849642,15.15793748550518,15.130415528306882,14.935587490706007,15.662824296468989,22,0,0.9811926870673316,0,0,0.0
2013-08-23,3454696.96,4693020.59,15.05524559023366,15.361587195234756,8,4,0,15.349761793266964,15.105352296190178,15.10175557968196,-0.7839338166829201,-0.620844401650647,14.744631190240481,15.15793748550518,15.04212520938489,14.770581936946082,15.75301947385194,23,0,0.9835237603493963,0,0,0.0
2013-08-24,2837188.07,4087795.83,14.858324355912968,15.223516710511262,8,5,0,15.093542218380614,14.839522766233772,14.935929660283128,-0.7944973291665992,-0.6072676460566135,14.822629941577507,15.15793748550518,15.013265671891133,14.389938400923942,15.286596133961789,24,0,0.9804525423575037,0,0,0.0
2013-08-25,3018860.44,3945685.24,14.920390311643672,15.188133448972014,8,6,0,15.269511587433044,15.061664155465298,14.68496884368792,-0.8048257371083452,-0.593511190196115,14.84259407822282,15.15793748550518,15.078331365203725,14.54521988717073,15.610185343525078,25,0,0.9858078323449677,0,0,0.0
2013-08-26,3465971.03,4845153.03,15.058503679404009,15.39348959433933,8,0,0,14.927005125946003,14.676399220721713,14.870116683858122,-0.8149159841660791,-0.5795791048257612,14.899096046715163,15.15793748550518,15.138356953689229,14.47460290441173,15.914539282165103,26,0,0.9837612979163288,0,0,0.0
2013-08-27,3008572.56,3950990.04,14.916976624066582,15.189477001610648,8,1,0,16.0677153733283,15.822361593440949,14.81985388057684,-0.8247650844733614,-0.5654755126737576,14.909864497438209,15.15793748550518,15.151946181980348,14.744474725515508,15.85820768802381,27,0,0.9829870794506914,0,0,0.0
2013-08-28,3749158.5,4845899.79,15.137042239491633,15.39364370759436,8,2,0,16.041275006526114,15.80834457836651,14.811638830620524,-0.8343701235229538,-0.5512045872199277,14.905515421686403,15.15793748550518,15.163693767519007,14.842082360883175,16.12848908758602,28,0,0.9812805505275205,0,0,0.0
2013-08-29,6385124.62,8251851.88,15.669481721491731,15.925948324609116,8,3,0,16.126711933949363,15.888797287587805,15.15608401740598,-0.8437282590292712,-0.5367705514607103,14.911478213730641,15.15793748550518,15.130415528306882,15.114344473096326,16.213243035694063,29,0,0.9791668976152242,0,0,0.0
2013-08-30,5499141.72,7247803.25,15.52010276896294,15.796209118889914,8,4,0,16.02429907228165,15.800292612093656,15.05524559023366,-0.8528367217694595,-0.522177676659508,14.904833929523738,15.15793748550518,15.04212520938489,15.10175557968196,15.82005560611218,30,1,0.9800579457000261,0,0,0.0
2013-08-31,6810100.27,8325085.12,15.733917548793393,15.93478393852202,8,5,0,15.962635271181718,15.723323593363334,14.858324355912968,-0.8616928164028522,-0.5074302810827518,14.89374745747086,15.15793748550518,15.013265671891133,14.935929660283128,15.53820637998655,31,0,0.9760113012966213,0,0,0.0
2013-09-01,6018993.92,6937336.62,15.610430846535532,15.752428630636771,9,6,0,14.766048285308198,14.481337044049946,14.920390311643672,-0.8702939222685674,-0.49253272872205434,14.927379095750252,15.067322028149672,15.078331365203725,14.68496884368792,15.429326729817358,1,1,0.9823715574260486,0,0,1.0
2013-09-02,5386759.65,5986639.99,15.4994547696379,15.60504104318552,9,0,0,15.167603152520917,14.935046440182308,15.058503679404009,-0.8786374941610001,-0.4774894280028391,14.954291523685379,15.067322028149672,15.138356953689229,14.870116683858122,14.618213395259604,2,1,0.9782384680315277,1,1,0.0
2013-09-03,4126941.12,3701795.41,15.23304728392108,15.124328776005807,9,1,0,15.109072784264278,14.872248141957176,14.916976624066582,-0.886721063082993,-0.46230483047981086,14.96816620132677,15.067322028149672,15.151946181980348,14.81985388057684,14.72908821678185,3,0,0.9820599235577874,1,0,0.0
2013-09-04,5401049.96,4808183.3,15.502104114820275,15.385830086409284,9,2,0,14.690223388859527,14.491703565328002,15.137042239491633,-0.8945422369764496,-0.4469834295196741,15.014652402594072,15.067322028149672,15.163693767519007,14.811638830620524,14.785852345504358,4,0,0.9833306867457595,1,0,0.0
2013-09-05,3168900.6,2729766.04,14.9688955873863,14.819726830186712,9,3,0,14.865712539808015,14.580006281237749,15.669481721491731,-0.9020987014301837,-0.43152975897147144,15.08799493174918,15.067322028149672,15.130415528306882,15.15608401740598,14.935587490706007,5,0,0.9838963056469935,0,0,0.0
2013-09-06,2705040.33,2367475.06,14.81062774925875,14.677334992058826,9,4,0,15.004193505908896,14.763313933544312,15.52010276896294,-0.9093882203647925,-0.4159483918249421,15.154403100139078,15.067322028149672,15.04212520938489,15.05524559023366,14.770581936946082,6,0,0.9825207207101789,0,0,0.0
2013-09-07,2468479.29,2187848.67,14.719113252043142,14.59842973358225,9,5,0,15.11466786783422,14.84655835452572,15.733917548793393,-0.9164086366943458,-0.4002439388573056,15.279487841979137,15.067322028149672,15.013265671891133,14.858324355912968,14.389938400923942,7,0,0.9873944703931359,0,0,0.0
2013-09-08,3056823.21,2611808.27,14.932887095130573,14.775553746038506,9,6,0,15.310323487340373,15.093517011682064,15.610430846535532,-0.9231578729647039,-0.38442104726885545,15.378065061249403,15.067322028149672,15.078331365203725,14.920390311643672,14.54521988717073,8,0,0.9909856576137057,0,0,0.0
2013-09-09,3771227.87,3399993.99,15.142911466522907,15.039284516055892,9,0,0,15.330410026529254,15.073204742290605,15.4994547696379,-0.9296339319682695,-0.3684843993077793,15.441058074139958,15.067322028149672,15.138356953689229,15.058503679404009,14.47460290441173,9,0,0.9932338355119571,0,0,0.0
2013-09-10,5357130.97,4737093.81,15.493939309616596,15.37093459648288,9,1,0,15.20718207374087,14.99857594039316,15.23304728392108,-0.9358348973349941,-0.35243871088460327,15.486211025547744,15.067322028149672,15.151946181980348,14.916976624066582,14.744474725515508,10,0,1.0071883194631792,0,0,0.0
2013-09-11,4636476.74,4075727.91,15.34946552817563,15.220560162280751,9,2,0,15.020276834407932,14.798970715858712,15.502104114820275,-0.9417589340994617,-0.33628873017668287,15.538362722023265,15.067322028149672,15.163693767519007,15.137042239491633,14.842082360883175,11,0,1.0075572150966454,0,0,0.0
2013-09-12,3865949.23,3502787.78,15.167718064896206,15.069070003473312,9,3,0,14.77471145397416,14.559259579663062,14.9688955873863,-0.9474042892438845,-0.32003923622313857,15.438278988579631,15.067322028149672,15.130415528306882,15.669481721491731,15.114344473096326,12,0,1.0100655536973648,0,0,0.0
2013-09-13,3034568.95,2783517.1,14.925580275565936,14.839226189189192,9,4,0,15.13171218314657,14.857698258770396,14.81062774925875,-0.9527692922168511,-0.30369503751065885,15.336925414336175,15.067322028149672,15.04212520938489,15.52010276896294,15.10175557968196,13,0,1.0090815366865278,0,0,0.0
2013-09-14,3664631.38,3289032.18,15.114238582678494,15.006104213293003,9,5,0,15.097867457071697,14.862668451549515,14.719113252043142,-0.9578523554276669,-0.28726097055059635,15.191953371943283,15.067322028149672,15.013265671891133,15.733917548793393,14.935929660283128,14,0,1.008266883470008,0,0,0.0
2013-09-15,3078369.62,2753095.6,14.93991099548906,14.828236872502965,9,6,0,15.30886701024094,15.085690663676656,14.932887095130573,-0.9626519747161487,-0.2707418984477642,15.095161407456859,15.067322028149672,15.078331365203725,15.610430846535532,14.68496884368792,15,1,1.010648220079305,0,0,0.0
2013-09-16,3927167.34,3489729.16,15.18342919997012,15.06533497313784,9,0,0,15.38657964564511,15.184676621229055,15.142911466522907,-0.9671667297977312,-0.2541427094613622,15.044226649869005,15.067322028149672,15.138356953689229,15.4994547696379,14.870116683858122,16,0,1.006890417516172,1,0,0.0
2013-09-17,5410121.46,4728526.43,15.503782286425997,15.369124386414851,9,1,0,15.440601139694843,15.232140577261973,15.493939309616596,-0.97139528468375,-0.23746831555846842,15.081496939254079,15.067322028149672,15.151946181980348,15.23304728392108,14.81985388057684,17,0,1.0080024224521689,0,0,0.0
2013-09-18,4460453.69,3992756.75,15.310761267230353,15.199992715534767,9,2,0,15.118489237319697,14.918886402861588,15.34946552817563,-0.9753363880767837,-0.2207236509605022,15.05969142687627,15.067322028149672,15.163693767519007,15.502104114820275,14.811638830620524,18,0,1.0084691603667688,1,0,0.0
2013-09-19,2995364.48,2599191.98,14.91257681213671,14.770711562502356,9,3,0,15.140765535484702,14.940529313312696,15.167718064896206,-0.9789888737409319,-0.20391367068311472,15.088094637949114,15.067322028149672,15.130415528306882,14.9688955873863,15.15608401740598,19,0,1.0065463934000978,0,0,0.0
2013-09-20,3316913.08,3045593.87,15.014545414669374,14.929206799651842,9,4,0,15.187647458508694,14.906997162472624,14.925580275565936,-0.9823516608469237,-0.18704334906991657,15.10451642742157,15.067322028149672,15.04212520938489,14.81062774925875,15.05524559023366,20,0,1.0058193118879633,0,0,0.0
2013-09-21,3799564.88,3399323.86,15.150397376065223,15.039087399280405,9,5,0,15.169378579609765,14.917871724135043,15.114238582678494,-0.9854237542919524,-0.17011767832049052,15.16096290322662,15.067322028149672,15.013265671891133,14.719113252043142,14.858324355912968,21,0,1.0072060254174762,0,0,0.0
2013-09-22,3243304.2,2980813.06,14.992103491252962,14.907706995672871,9,6,0,15.230951145936924,15.007902218984992,14.93991099548906,-0.9882042449941422,-0.15314166701312007,15.161966317563548,15.067322028149672,15.078331365203725,14.932887095130573,14.920390311643672,22,0,1.007531180068053,0,0,0.0
2013-09-23,4426354.9,3977701.82,15.303087207566833,15.196215029723078,9,0,0,15.56179565246217,15.338467197242514,15.18342919997012,-0.9906923101615609,-0.13612033862266704,15.167754565198862,15.067322028149672,15.138356953689229,15.142911466522907,15.058503679404009,23,0,1.0078388051799052,0,0,0.0
2013-09-24,4673257.46,4051335.39,15.35736712937626,15.214557357493163,9,1,0,15.545376632177648,15.320120395191193,15.503782286425997,-0.9928872135356962,-0.11905873003404988,15.169160704743064,15.067322028149672,15.151946181980348,15.493939309616596,14.916976624066582,24,0,1.0087615856061007,0,0,0.0
2013-09-25,4851490.55,4336304.71,15.394796751716612,15.282533324690052,9,2,0,15.339887972478811,15.115816120900751,15.310761267230353,-0.994788305609327,-0.10196189005174576,15.163631524608023,15.067322028149672,15.163693767519007,15.34946552817563,15.137042239491633,25,0,1.0072874081429717,0,0,0.0
2013-09-26,4120039.5,3761711.17,15.231373551374482,15.140384776080891,9,3,0,15.837970772182269,15.610117490983338,14.91257681213671,-0.9963950238187231,-0.08483487790576538,15.127182774213809,15.067322028149672,15.130415528306882,15.167718064896206,15.669481721491731,26,0,1.0096044965758382,0,0,0.0
2013-09-27,4676571.41,4202205.54,15.35807600853886,15.251120311963511,9,4,0,15.403240986574406,15.172528496369768,15.014545414669374,-0.9977068927101168,-0.06768276175455162,15.139892079800017,15.067322028149672,15.04212520938489,14.925580275565936,15.52010276896294,27,0,1.0057162188960906,0,0,0.0
2013-09-28,7035889.97,6246182.51,15.766534888699056,15.647481196797024,9,5,0,15.484042596426942,15.243455761215316,15.150397376065223,-0.9987235240803972,-0.050510617185222886,15.145057621712406,15.067322028149672,15.013265671891133,15.114238582678494,15.733917548793393,28,0,1.0074013783431264,0,0,0.0
2013-09-29,5087376.98,4359895.07,15.442273124170177,15.287958777885144,9,6,0,15.361876789724125,15.153858260563796,14.992103491252962,-0.9994446170919858,-0.033323525711631344,15.15251369253582,15.067322028149672,15.078331365203725,14.93991099548906,15.610430846535532,29,0,1.0056612659880508,0,0,0.0
2013-09-30,5768935.23,5117966.77,15.567998259269109,15.448267998300253,9,0,0,15.37418831807586,15.141111805547226,15.303087207566833,-0.9998699583618592,-0.016126573270657762,15.169607693621064,15.067322028149672,15.138356953689229,15.18342919997012,15.4994547696379,30,1,1.0070328155154218,0,0,0.0
2013-10-01,5389130.81,4591599.54,15.499894855699832,15.339739222779537,10,1,0,14.988963363267011,14.758058188538971,15.35736712937626,-0.9999994220246925,0.001075151282798226,15.148691242613959,14.92947803391296,15.151946181980348,15.503782286425997,15.23304728392108,1,1,1.0093863901208653,0,0,0.0
2013-10-02,5393969.29,4651419.05,15.500792274694822,15.352683118039163,10,2,0,15.072587928883436,14.83176413102619,15.394796751716612,-0.999832969770105,0.018276557681691223,15.160696311826282,14.92947803391296,15.163693767519007,15.310761267230353,15.502104114820275,2,1,1.0073458649579938,1,0,0.0
2013-10-03,2026611.74,1672946.51,14.521876356367594,14.33009760470091,10,3,0,14.690203469443096,14.458640860749224,15.231373551374482,-0.9993706508539969,0.03547255575312556,15.206238703145965,14.92947803391296,15.130415528306882,14.91257681213671,14.9688955873863,3,0,1.0060096738381,1,0,0.0
